16,21,4
14,13,4
34,28,3
4,7,4
31,18,5
24,8,3
20,10,3
44,29,5
19,9,5
12,8,5
50,12,5
50,26,5
31,12,5
42,5,3
18,20,3
34,4,5
8,2,3
4,19,4
38,21,3
41,15,3
24,21,3
19,24,3
39,23,5
13,20,3
50,1,4
2,14,3
42,9,5
31,5,5
27,5,4
38,10,3
16,30,3
6,5,5
48,13,1
42,17,4
31,24,5
8,22,4
39,4,5
13,28,5
31,17,4
50,8,5
39,3,3
22,16,2
42,12,5
39,26,3
27,26,2
21,14,3
44,2,3
34,3,3
19,6,5
10,3,4
4,2,5
17,17,5
43,4,5
1,5,4
32,18,4
43,7,4
31,9,2
38,23,3
1,29,3
50,17,5
19,26,2
2,5,4
38,28,3
46,27,3
50,22,5
10,23,4
45,28,5
27,9,2
39,16,5
43,28,4
47,2,4
19,48,3
27,29,4
34,13,4
34,12,4
21,30,3
5,2,2
35,8,5
50,29,5
42,4,5
1,23,3
43,6,2
12,1,3
20,22,5
32,2,4
31,22,4
41,13,5
19,20,2
42,13,5
30,10,1
21,26,4
12,10,3
49,19,2
6,48,5
50,13,5
42,28,2
30,15,3
24,26,4
12,23,4
12,15,3
18,17,5
22,10,4
9,28,4
5,8,4
16,23,4
43,20,3
15,4,5
17,26,4
50,15,4
35,8,3
3,22,5
30,3,2
1,30,2
29,16,5
21,8,4
12,2,5
50,14,4
27,17,4
22,18,4
9,8,4
27,15,2
43,22,4
50,16,3
42,8,3
15,8,4
9,26,4
44,18,4
38,12,3
43,48,4
2,18,4
1,20,3
16,4,5
41,2,5
27,14,3
5,21,2
7,28,5
1,9,4
6,6,5
43,23,3
3,17,5
30,1,4
37,30,3
37,2,3
15,24,4
50,2,3
8,13,3
12,18,4
35,4,5
8,12,3
15,19,3
43,24,4
38,18,3
14,20,4
49,1,5
39,1,5
16,3,4
18,14,3
8,9,3
39,12,4
42,23,4
43,5,4
4,9,5
47,16,3
24,12,5
44,15,2
14,23,4
44,28,3
8,24,3
6,17,5
34,16,3
14,14,2
31,30,5
21,19,4
3,1,5
1,16,3
24,8,4
45,13,5
15,28,3
21,9,5
28,6,5
28,26,4
17,1,4
5,4,4
5,16,1
12,21,3
15,6,5
28,7,5
1,4,4
21,7,4
28,48,4
1,21,3
12,4,5
35,21,3
28,21,4
12,7,2
10,21,3
28,12,5
28,4,4
15,2,5
9,15,4
43,9,4
13,4,5
31,28,4
28,9,4
37,28,3
9,7,4
24,29,3
24,16,4
38,14,3
21,29,3
39,17,5
28,20,5
28,8,5
32,9,3
34,15,2
33,28,4
37,16,4
44,4,4
12,17,4
22,48,4
49,3,5
3,13,5
50,5,5
37,8,4
15,29,3
27,8,4
39,22,5
15,18,4
15,16,3
12,9,5
21,24,3
26,8,5
33,3,3
26,17,5
1,15,2
24,10,4
39,8,5
33,15,4
8,20,3
15,7,4
44,7,2
2,23,3
22,1,4
1,1,2
33,14,4
33,23,5
27,2,3
14,2,4
26,30,5
44,19,2
30,14,5
2,30,4
27,12,5
2,48,5
1,17,3
39,28,4
43,21,3
21,1,5
42,3,4
37,14,4
31,21,4
3,15,3
37,23,3
5,6,5
38,9,3
17,23,4
28,14,2
15,13,4
26,5,5
32,12,4
28,29,5
45,21,5
26,14,5
1,26,2
15,12,4
12,26,3
43,18,3
24,18,3
43,8,2
33,1,5
2,8,5
15,14,4
37,4,4
49,24,5
16,8,2
8,29,4
49,8,5
2,24,4
43,2,4
43,1,3
26,12,5
19,13,3
14,8,3
48,2,2
3,7,5
48,14,1
35,22,4
1,2,3
13,19,4
26,22,4
22,13,5
34,18,3
9,2,4
17,4,5
29,1,5
33,24,5
2,13,5
35,20,5
49,12,4
33,12,3
26,23,3
23,28,5
5,5,3
5,30,2
23,4,5
27,4,3
27,20,4
23,2,5
20,3,5
20,8,5
32,26,4
36,8,4
34,20,5
37,17,4
28,16,5
31,7,5
1,48,3
37,1,3
26,13,5
38,2,3
2,27,4
26,1,2
12,9,4
24,9,3
15,5,4
13,8,4
37,18,4
37,6,4
15,3,5
45,8,1
10,29,4
41,24,5
26,24,5
33,2,5
8,28,2
50,9,5
12,19,3
18,29,4
1,18,5
36,12,5
2,19,4
43,16,3
31,8,5
25,24,4
5,29,4
44,13,4
25,5,5
44,5,3
40,29,5
47,5,5
26,2,5
12,48,5
23,10,4
47,26,5
27,13,4
14,9,4
36,7,3
12,4,5
4,3,3
31,8,4
23,8,4
15,26,3
1,28,3
36,13,5
39,10,5
38,24,3
31,16,4
22,5,5
35,17,5
23,18,4
2,4,5
1,27,3
6,1,5
33,19,4
13,21,1
23,24,4
25,17,5
18,13,5
47,29,5
2,2,4
13,9,5
28,19,1
12,8,5
50,8,5
33,10,4
25,1,4
26,26,4
35,16,3
6,15,4
21,6,4
36,6,4
34,30,4
36,9,4
21,23,4
26,4,5
23,13,3
43,14,3
28,5,5
23,48,4
31,29,4
18,8,4
25,8,4
35,19,3
26,20,2
6,28,4
12,16,3
29,27,5
27,23,3
21,12,5
43,8,4
18,1,2
5,14,1
40,24,3
13,6,5
26,29,3
35,6,5
21,2,5
26,3,5
2,9,4
9,21,3
33,13,4
23,15,4
5,20,3
15,15,2
35,24,4
13,17,4
15,23,4
5,17,3
39,13,5
40,4,5
12,8,5
23,29,5
34,23,3
27,18,3
1,6,5
6,14,3
33,8,5
50,30,5
37,15,3
23,21,4
36,14,4
9,14,4
12,28,4
49,17,5
12,29,5
33,9,4
5,24,2
26,8,5
47,4,4
36,18,3
36,28,4
38,3,2
46,3,2
28,3,5
37,26,2
41,5,5
37,7,2
1,22,4
39,15,3
36,30,4
36,27,3
43,12,3
1,12,3
7,8,5
50,24,1
1,14,3
33,6,3
28,13,5
21,15,4
37,8,5
39,30,4
36,3,3
34,6,4
43,30,4
24,15,3
33,7,4
25,15,2
12,6,5
40,12,5
47,17,5
24,23,3
1,7,3
43,29,4
23,30,4
36,4,4
10,48,4
37,29,2
25,4,5
16,7,4
40,1,4
10,12,4
49,26,5
44,24,2
23,26,4
35,28,4
39,21,1
22,12,4
28,8,5
34,9,5
25,14,3
1,10,3
12,12,5
44,8,4
28,22,4
36,10,4
30,29,4
16,9,4
9,19,3
44,48,4
47,5,4
23,7,3
40,23,4
26,10,5
26,48,3
15,10,3
3,9,5
32,14,3
36,17,4
33,5,5
27,19,2
17,8,5
36,8,3
15,17,4
4,48,4
37,24,3
2,20,4
3,48,4
26,28,5
18,10,3
24,3,5
25,10,5
25,28,4
40,2,4
38,1,4
23,17,4
12,13,4
28,2,4
12,17,5
33,8,4
6,7,4
50,20,5
50,48,4
3,10,5
40,13,4
23,12,5
33,4,4
12,14,3
23,14,2
12,21,4
26,9,4
5,1,2
33,18,4
23,23,4
41,48,5
28,18,4
25,2,5
42,6,4
25,6,5
27,30,3
28,24,4
30,12,5
5,28,3
22,22,5
45,2,5
4,13,5
19,1,3
21,21,4
35,3,3
40,28,3
26,15,5
31,23,4
23,27,3
12,5,4
25,13,5
8,6,4
14,6,5
15,27,2
6,13,5
28,15,4
29,26,4
7,4,5
24,30,4
25,7,4
50,3,4
8,26,2
25,9,5
25,30,2
12,13,4
44,12,4
22,8,3
24,14,3
36,1,3
9,1,3
40,7,4
31,27,4
45,8,4
2,3,5
40,20,4
26,16,3
5,12,5
39,14,5
18,30,3
26,27,4
40,19,2
5,18,3
26,18,5
50,10,4
45,22,4
36,5,4
28,23,4
10,24,1
40,10,3
2,8,4
36,15,2
36,16,3
43,26,3
5,13,4
2,15,4
12,27,3
22,28,4
12,2,5
21,18,4
40,30,2
36,26,4
30,23,5
49,13,5
40,8,4
30,16,3
40,18,3
23,6,5
37,5,4
39,9,5
23,3,4
45,17,5
50,19,2
15,9,5
44,30,3
44,17,4
37,19,4
9,23,4
27,8,1
40,14,3
38,29,3
15,21,4
40,8,4
39,8,5
48,10,2
43,13,5
16,14,3
19,7,3
29,7,5
1,24,2
40,3,3
36,29,4
50,7,5
7,13,5
23,5,5
36,48,4
23,9,5
43,3,3
42,29,5
33,29,5
25,22,4
45,18,5
26,19,5
43,17,4
21,5,5
12,28,3
46,10,5
40,15,2
47,15,3
15,8,5
23,1,4
28,27,2
33,17,5
40,17,5
25,26,5
18,5,4
15,30,4
29,30,5
14,3,5
37,13,5
25,29,3
30,5,4
40,9,5
30,20,3
25,21,3
25,18,5
28,10,4
28,30,4
10,7,5
25,8,5
40,5,5
25,27,2
28,28,4
39,2,5
36,23,4
42,22,5
39,19,5
5,8,2
4,29,5
5,27,1
4,27,4
37,9,5
42,8,4
33,21,1
26,6,5
28,17,5
50,6,5
23,19,4
12,24,4
25,23,4
37,12,3
12,18,4
41,14,2
31,26,4
23,8,3
35,15,4
12,23,5
23,16,4
3,27,4
1,8,3
15,1,4
4,18,5
18,6,5
33,16,5
19,10,4
36,2,4
12,5,4
35,12,5
42,2,5
29,14,5
